,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,nibrs_start_date,ori,region_desc,region_name,state_abbr,state_name
TX2390000,Washington County Sheriff's Office,County,WASHINGTON,West South Central,30.17912,-96.388176,False,04/01/2018,TX2390000,Region III,South,TX,Texas
TX0201700,Alvin Community College,University or College,BRAZORIA,West South Central,29.167817,-95.434647,False,,TX0201700,Region III,South,TX,Texas
TX0690000,Edwards County Sheriff's Office,County,EDWARDS,West South Central,29.985877,-100.307373,False,,TX0690000,Region III,South,TX,Texas
TX1011700,Seabrook Police Department,City,HARRIS,West South Central,29.564535,-95.02338,False,,TX1011700,Region III,South,TX,Texas
TX1660000,Milam County Sheriff's Office,County,MILAM,West South Central,30.85512,-96.98046,False,,TX1660000,Region III,South,TX,Texas
TX1580000,Marion County Sheriff's Office,County,MARION,West South Central,32.798182,-94.356853,False,,TX1580000,Region III,South,TX,Texas
TX2470000,Wilson County Sheriff's Office,County,WILSON,West South Central,29.173883,-98.086734,False,,TX2470000,Region III,South,TX,Texas
TX0612500,Double Oak Police Department,City,DENTON,West South Central,33.062622,-97.095955,True,01/01/2017,TX0612500,Region III,South,TX,Texas
TX0840200,Dickinson Police Department,City,GALVESTON,West South Central,29.462942,-95.05215,False,,TX0840200,Region III,South,TX,Texas
TX1017000,Independent School District: Spring Branch,Other,HARRIS,West South Central,29.798367,-95.51263,False,,TX1017000,Region III,South,TX,Texas
TX0202800,Surfside Beach Police Department,City,BRAZORIA,West South Central,28.944168,-95.297905,False,01/01/2018,TX0202800,Region III,South,TX,Texas
TX0290100,Point Comfort Police Department,City,CALHOUN,West South Central,28.445366,-96.5833,False,,TX0290100,Region III,South,TX,Texas
TX0680200,Odessa Police Department,City,MIDLAND; ECTOR,West South Central,31.845774,-102.36773,False,,TX0680200,Region III,South,TX,Texas
TX0450100,Columbus Police Department,City,COLORADO,West South Central,29.595991,-96.508433,False,,TX0450100,Region III,South,TX,Texas
TX1012800,Nassau Bay Police Department,City,HARRIS,West South Central,29.857273,-95.393037,False,,TX1012800,Region III,South,TX,Texas
TX2460200,Georgetown Police Department,City,WILLIAMSON,West South Central,30.636448,-97.680916,True,10/01/2003,TX2460200,Region III,South,TX,Texas
TX1810200,Orange Police Department,City,ORANGE,West South Central,30.120918,-93.893358,False,02/01/2018,TX1810200,Region III,South,TX,Texas
TX0313300,Indian Lake Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,,TX0313300,Region III,South,TX,Texas
TX1820000,Palo Pinto County Sheriff's Office,County,PALO PINTO,West South Central,32.75221,-98.317974,False,,TX1820000,Region III,South,TX,Texas
TX1090300,Itasca Police Department,City,HILL,West South Central,32.159992,-97.15036,False,,TX1090300,Region III,South,TX,Texas
TX0152200,Selma Police Department,City,COMAL; GUADALUPE; BEXAR,West South Central,29.448671,-98.520147,False,,TX0152200,Region III,South,TX,Texas
TX0110800,Independent School District:,Other,BASTROP,West South Central,,,False,,TX0110800,Region III,South,TX,Texas
TX2230100,Brownfield Police Department,City,TERRY,West South Central,33.171229,-102.339284,False,02/01/2018,TX2230100,Region III,South,TX,Texas
TX0431800,Murphy Police Department,City,COLLIN,West South Central,33.016426,-96.612785,True,01/01/2007,TX0431800,Region III,South,TX,Texas
TX1080500,Elsa Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1080500,Region III,South,TX,Texas
TX0670400,Ranger Police Department,City,EASTLAND,West South Central,32.471584,-98.683,False,,TX0670400,Region III,South,TX,Texas
TX0611400,Aubrey Police Department,City,DENTON,West South Central,33.304184,-96.98627,False,,TX0611400,Region III,South,TX,Texas
TX1260100,Alvarado Police Department,City,JOHNSON,West South Central,32.40696,-97.21228,False,,TX1260100,Region III,South,TX,Texas
TX0850000,Garza County Sheriff's Office,County,GARZA,West South Central,33.198063,-101.382416,False,,TX0850000,Region III,South,TX,Texas
TX0575000,Hospital District: Dallas County,Other,DALLAS,West South Central,32.812763,-96.838455,False,,TX0575000,Region III,South,TX,Texas
TX0570800,Desoto Police Department,City,DALLAS,West South Central,32.766987,-96.778424,False,,TX0570800,Region III,South,TX,Texas
TX2050500,Taft Police Department,City,SAN PATRICIO,West South Central,27.981573,-97.39302,False,,TX2050500,Region III,South,TX,Texas
TX1431000,Moulton Police Department,City,LAVACA,West South Central,29.382578,-96.923633,False,,TX1431000,Region III,South,TX,Texas
TX1550800,Mart Police Department,City,LIMESTONE; MCLENNAN,West South Central,31.549493,-97.201472,False,,TX1550800,Region III,South,TX,Texas
TX1330500,Ingram Police Department,City,KERR,West South Central,30.07363,-99.23886,False,03/01/2018,TX1330500,Region III,South,TX,Texas
TX1030000,Hartley County Sheriff's Office,County,HARTLEY,West South Central,35.840244,-102.610047,False,,TX1030000,Region III,South,TX,Texas
TX1700800,Patton Village Police Department,City,MONTGOMERY,West South Central,30.299402,-95.504008,False,,TX1700800,Region III,South,TX,Texas
TX1070900,Caney City Police Department,City,HENDERSON,West South Central,32.211633,-95.853418,False,,TX1070900,Region III,South,TX,Texas
TX0270700,Granite Shoals Police Department,City,BURNET,West South Central,30.590641,-98.38533,False,,TX0270700,Region III,South,TX,Texas
TX0210200,College Station Police Department,City,BRAZOS,West South Central,30.656725,-96.302389,False,,TX0210200,Region III,South,TX,Texas
TX2120900,University of Texas: Tyler,University or College,SMITH,West South Central,32.31339,-95.244896,False,,TX2120900,Region III,South,TX,Texas
TX1500100,Llano Police Department,City,LLANO,West South Central,30.750307,-98.67835,False,01/01/1998,TX1500100,Region III,South,TX,Texas
TX1230700,Port Arthur Police Department,City,ORANGE; JEFFERSON,West South Central,29.854,-94.149331,False,,TX1230700,Region III,South,TX,Texas
TX1200000,Jackson County Sheriff's Office,County,JACKSON,West South Central,28.97839,-96.646736,True,07/01/2012,TX1200000,Region III,South,TX,Texas
TX2200900,Euless Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2200900,Region III,South,TX,Texas
TX1100400,South Plains College,University or College,HOCKLEY,West South Central,33.578476,-102.3678,False,,TX1100400,Region III,South,TX,Texas
TX0430500,McKinney Police Department,City,COLLIN,West South Central,33.194745,-96.579846,True,04/01/1997,TX0430500,Region III,South,TX,Texas
TX0140000,Bell County Sheriff's Office,County,BELL,West South Central,31.042303,-97.481374,False,,TX0140000,Region III,South,TX,Texas
TX2300300,Ore City Police Department,City,UPSHUR,West South Central,32.735349,-94.941184,False,,TX2300300,Region III,South,TX,Texas
TX0910400,Sherman Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910400,Region III,South,TX,Texas
TX0220000,Brewster County Sheriff's Office,County,BREWSTER,West South Central,29.434357,-95.24559,True,01/01/2015,TX0220000,Region III,South,TX,Texas
TX1020200,Marshall Police Department,City,HARRISON,West South Central,32.547991,-94.374434,False,,TX1020200,Region III,South,TX,Texas
TX0371200,Cuney Police Department,City,CHEROKEE,West South Central,31.843872,-95.156345,False,01/01/2018,TX0371200,Region III,South,TX,Texas
TX0310000,Cameron County Sheriff's Office,County,CAMERON,West South Central,26.102923,-97.478958,False,,TX0310000,Region III,South,TX,Texas
TX0920200,Gladewater Police Department,City,UPSHUR; GREGG,West South Central,32.531593,-94.94975,False,10/01/2018,TX0920200,Region III,South,TX,Texas
TX0540100,Crosbyton Police Department,City,CROSBY,West South Central,33.659977,-101.239655,False,,TX0540100,Region III,South,TX,Texas
TX1010400,Deer Park Police Department,City,HARRIS,West South Central,29.857273,-95.393037,False,,TX1010400,Region III,South,TX,Texas
TX2462400,Liberty Hill,City,,West South Central,,,False,,TX2462400,Region III,South,TX,Texas
TX1120000,Hopkins County Sheriff's Office,County,HOPKINS,West South Central,33.139645,-95.59928,False,,TX1120000,Region III,South,TX,Texas
TX1740000,Nacogdoches County Sheriff's Office,County,NACOGDOCHES,West South Central,31.610912,-94.68126,True,01/01/2015,TX1740000,Region III,South,TX,Texas
TX1013900,University of Houston: Clearlake,University or College,HARRIS,West South Central,29.577593,-95.106766,False,,TX1013900,Region III,South,TX,Texas
TX0930000,Grimes County Sheriff's Office,County,GRIMES,West South Central,30.543231,-95.988082,False,,TX0930000,Region III,South,TX,Texas
TX0141100,Holland Police Department,City,BELL,West South Central,31.042303,-97.481374,False,,TX0141100,Region III,South,TX,Texas
TX0701000,Waxahachie Police Department,City,ELLIS,West South Central,32.38487,-96.84779,False,,TX0701000,Region III,South,TX,Texas
TX0370100,Jacksonville Police Department,City,CHEROKEE,West South Central,31.843872,-95.156345,True,06/01/2009,TX0370100,Region III,South,TX,Texas
TX0200400,Danbury Police Department,City,BRAZORIA,West South Central,29.167817,-95.434647,False,,TX0200400,Region III,South,TX,Texas
TX1910000,Randall County Sheriff's Office,County,RANDALL,West South Central,35.119816,-101.86604,False,,TX1910000,Region III,South,TX,Texas
TX1750000,Navarro County Sheriff's Office,County,NAVARRO,West South Central,32.09607,-96.46836,True,01/01/2017,TX1750000,Region III,South,TX,Texas
TX1590000,Martin County Sheriff's Office,County,MARTIN,West South Central,32.30983,-101.961836,False,,TX1590000,Region III,South,TX,Texas
TX2480000,Winkler County Sheriff's Office,County,WINKLER,West South Central,31.831415,-103.055986,False,,TX2480000,Region III,South,TX,Texas
TX1011900,South Houston Police Department,City,HARRIS,West South Central,29.857273,-95.393037,True,05/01/2011,TX1011900,Region III,South,TX,Texas
TX2204000,Colleyville Police Department,City,TARRANT,West South Central,32.88482,-97.14835,False,,TX2204000,Region III,South,TX,Texas
TX1960100,Refugio Police Department,City,REFUGIO,West South Central,28.312716,-97.161366,False,,TX1960100,Region III,South,TX,Texas
TX0860000,Gillespie County Sheriff's Office,County,GILLESPIE,West South Central,30.250408,-98.847885,False,,TX0860000,Region III,South,TX,Texas
TX2080100,Snyder Police Department,City,SCURRY,West South Central,32.744462,-100.913399,False,,TX2080100,Region III,South,TX,Texas
TX1190100,Jacksboro Police Department,City,JACK,West South Central,33.23241,-98.171884,False,,TX1190100,Region III,South,TX,Texas
TX0312400,Independent School District: Brownsville,Other,CAMERON,West South Central,25.934692,-97.48412,False,,TX0312400,Region III,South,TX,Texas
TX2380000,Ward County Sheriff's Office,County,WARD,West South Central,31.592508,-102.88987,False,02/01/2018,TX2380000,Region III,South,TX,Texas
TX0153500,Independent School District: East Central,Other,BEXAR,West South Central,29.448671,-98.520147,False,,TX0153500,Region III,South,TX,Texas
TX2470200,Poth Police Department,City,WILSON,West South Central,29.173883,-98.086734,False,,TX2470200,Region III,South,TX,Texas
TX1810000,Orange County Sheriff's Office,County,ORANGE,West South Central,30.120918,-93.893358,False,,TX1810000,Region III,South,TX,Texas
TX1430100,Hallettsville Police Department,City,LAVACA,West South Central,29.443789,-96.94298,True,02/01/2017,TX1430100,Region III,South,TX,Texas
TX0840400,Galveston Police Department,City,GALVESTON,West South Central,29.29432,-94.828705,False,,TX0840400,Region III,South,TX,Texas
TX0670200,Eastland Police Department,City,EASTLAND,West South Central,32.324645,-98.83656,True,03/01/2017,TX0670200,Region III,South,TX,Texas
TX0290300,Seadrift Police Department,City,CALHOUN,West South Central,28.445366,-96.5833,False,,TX0290300,Region III,South,TX,Texas
TX2460400,Hutto Police Department,City,WILLIAMSON,West South Central,30.542425,-97.54668,False,,TX2460400,Region III,South,TX,Texas
TX2010000,Rusk County Sheriff's Office,County,RUSK,West South Central,32.154736,-94.80016,True,12/01/2010,TX2010000,Region III,South,TX,Texas
TX1017200,Independent School District: Pasadena,Other,HARRIS,West South Central,29.677027,-95.19033,False,,TX1017200,Region III,South,TX,Texas
TX1250100,Alice Police Department,City,JIM WELLS,West South Central,27.733516,-98.090814,False,,TX1250100,Region III,South,TX,Texas
TX0450300,Weimar Police Department,City,COLORADO,West South Central,29.595991,-96.508433,False,,TX0450300,Region III,South,TX,Texas
TX0680000,Ector County Sheriff's Office,County,ECTOR,West South Central,31.865301,-102.542507,False,,TX0680000,Region III,South,TX,Texas
TX1650000,Midland County Sheriff's Office,County,MIDLAND,West South Central,31.870896,-102.024326,False,,TX1650000,Region III,South,TX,Texas
TX1090100,Hillsboro Police Department,City,HILL,West South Central,31.982681,-97.130668,False,03/01/2018,TX1090100,Region III,South,TX,Texas
TX1040000,Haskell County Sheriff's Office,County,HASKELL,West South Central,33.175965,-99.730773,False,,TX1040000,Region III,South,TX,Texas
TX1080300,Edcouch Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,True,12/01/2016,TX1080300,Region III,South,TX,Texas
TX0575200,Southern Methodist University,University or College,DALLAS,West South Central,32.766987,-96.778424,False,,TX0575200,Region III,South,TX,Texas
TX0460100,New Braunfels Police Department,City,GUADALUPE; COMAL,West South Central,29.692354,-98.11035,False,02/01/2018,TX0460100,Region III,South,TX,Texas
TX2401000,Rio Bravo Police Department,City,WEBB,West South Central,27.770584,-99.326641,True,07/01/2015,TX2401000,Region III,South,TX,Texas
TX1160700,Caddo Mills Police Department,City,HUNT,West South Central,33.123292,-96.084202,False,,TX1160700,Region III,South,TX,Texas
TX0140200,Belton Police Department,City,BELL,West South Central,31.042303,-97.481374,False,,TX0140200,Region III,South,TX,Texas
TX0210000,Brazos County Sheriff's Office,County,BRAZOS,West South Central,30.687794,-96.3732,False,,TX0210000,Region III,South,TX,Texas
TX2011100,Tatum Police Department,City,PANOLA; RUSK,West South Central,32.109423,-94.756382,False,,TX2011100,Region III,South,TX,Texas
TX1400500,Sudan Police Department,City,LAMB,West South Central,34.068861,-102.348018,False,,TX1400500,Region III,South,TX,Texas
TX1550600,Lorena Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,False,01/01/2018,TX1550600,Region III,South,TX,Texas
TX0910200,Denison Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910200,Region III,South,TX,Texas
TX1551700,Riesel Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,False,,TX1551700,Region III,South,TX,Texas
TX0151100,Olmos Park Police Department,City,BEXAR,West South Central,29.471867,-98.4906,False,,TX0151100,Region III,South,TX,Texas
TX1230500,Nederland Police Department,City,JEFFERSON,West South Central,29.854,-94.149331,False,,TX1230500,Region III,South,TX,Texas
TX1200200,Ganado Police Department,City,JACKSON,West South Central,28.959802,-96.58908,False,,TX1200200,Region III,South,TX,Texas
TX2271900,Sunset Valley Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,True,12/01/2016,TX2271900,Region III,South,TX,Texas
TX2000000,Runnels County Sheriff's Office,County,RUNNELS,West South Central,31.738207,-99.94529,False,,TX2000000,Region III,South,TX,Texas
TX0610500,Lake Dallas Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0610500,Region III,South,TX,Texas
TX1081400,Weslaco Police Department,City,HIDALGO,West South Central,26.17173,-97.974785,False,,TX1081400,Region III,South,TX,Texas
TX0700100,Ennis Police Department,City,ELLIS,West South Central,32.347294,-96.798231,False,01/01/2018,TX0700100,Region III,South,TX,Texas
TX0430700,Prosper Police Department,City,DENTON; COLLIN,West South Central,33.194745,-96.579846,False,,TX0430700,Region III,South,TX,Texas
TX0310200,Combes Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,,TX0310200,Region III,South,TX,Texas
TX1261200,Venus Police Department,City,ELLIS; JOHNSON,West South Central,32.379784,-97.364952,False,,TX1261200,Region III,South,TX,Texas
TX1110000,Hood County Sheriff's Office,County,HOOD,West South Central,32.430149,-97.831677,True,08/01/2017,TX1110000,Region III,South,TX,Texas
TX2150100,Breckenridge Police Department,City,STEPHENS,West South Central,32.756283,-98.90226,False,01/01/2018,TX2150100,Region III,South,TX,Texas
TX2370800,Prairie View  Police Department,City,WALLER,West South Central,30.013578,-95.982102,False,,TX2370800,Region III,South,TX,Texas
TX0080900,Independent School District: Sealy,Other,AUSTIN,West South Central,29.772886,-96.15974,False,,TX0080900,Region III,South,TX,Texas
TX0920000,Gregg County Sheriff's Office,County,GREGG,West South Central,32.486397,-94.816276,False,,TX0920000,Region III,South,TX,Texas
TX1010600,Galena Park Police Department,City,HARRIS,West South Central,29.857273,-95.393037,False,,TX1010600,Region III,South,TX,Texas
TX0320000,Camp County Sheriff's Office,County,CAMP,West South Central,32.995636,-94.9661,False,,TX0320000,Region III,South,TX,Texas
TX2140300,Roma Police Department,City,STARR,West South Central,26.546335,-98.715803,True,12/01/2016,TX2140300,Region III,South,TX,Texas
TX1170500,Stinnett Police Department,City,HUTCHINSON,West South Central,35.837047,-101.362746,False,,TX1170500,Region III,South,TX,Texas
TX0750800,Flatonia Police Department,City,FAYETTE,West South Central,29.877886,-96.921231,False,,TX0750800,Region III,South,TX,Texas
TX0150000,Bexar County Sheriff's Office,County,BEXAR,West South Central,29.429178,-98.50717,False,,TX0150000,Region III,South,TX,Texas
TX1740200,Nacogdoches Police Department,City,NACOGDOCHES,West South Central,31.62056,-94.62025,True,09/01/1997,TX1740200,Region III,South,TX,Texas
TX0200200,Angleton Police Department,City,BRAZORIA,West South Central,29.182587,-95.432724,False,,TX0200200,Region III,South,TX,Texas
TX1390400,Paris Junior College,University or College,LAMAR,West South Central,33.667263,-95.570348,False,,TX1390400,Region III,South,TX,Texas
TX2540000,Zavala County Sheriff's Office,County,ZAVALA,West South Central,28.679815,-99.82764,True,09/01/2015,TX2540000,Region III,South,TX,Texas
TX1082500,Independent School District: Edinburg,Other,HIDALGO,West South Central,26.306498,-98.14821,False,,TX1082500,Region III,South,TX,Texas
TX0311300,South Padre Island Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,03/01/2018,TX0311300,Region III,South,TX,Texas
TX2320100,Uvalde Police Department,City,UVALDE,West South Central,29.35034,-99.761074,False,,TX2320100,Region III,South,TX,Texas
TX0572800,University of Texas: Dallas,University or College,DALLAS,West South Central,32.766987,-96.778424,False,,TX0572800,Region III,South,TX,Texas
TX0950000,Hale County Sheriff's Office,County,HALE,West South Central,34.1599,-101.70848,False,,TX0950000,Region III,South,TX,Texas
TX0432500,Fairview Police Department,City,COLLIN,West South Central,33.194745,-96.579846,False,,TX0432500,Region III,South,TX,Texas
TX1011300,La Porte Police Department,City,HARRIS,West South Central,29.857273,-95.393037,False,,TX1011300,Region III,South,TX,Texas
TX2202700,Westover Hills Police Department,City,TARRANT,West South Central,32.73811,-97.41003,False,07/01/2018,TX2202700,Region III,South,TX,Texas
TX1680000,Mitchell County Sheriff's Office,County,MITCHELL,West South Central,32.390095,-100.86947,False,,TX1680000,Region III,South,TX,Texas
TX2250100,Mount Pleasant Police Department,City,TITUS,West South Central,33.214599,-94.966783,False,,TX2250100,Region III,South,TX,Texas
TX0870000,Glasscock County Sheriff's Office,County,GLASSCOCK,West South Central,31.868006,-101.521494,False,05/01/2018,TX0870000,Region III,South,TX,Texas
TX0612900,Roanoke Police Department,City,DENTON,West South Central,33.00069,-97.22178,False,,TX0612900,Region III,South,TX,Texas
TX1430300,Yoakum Police Department,City,DEWITT; LAVACA,West South Central,29.382578,-96.923633,False,,TX1430300,Region III,South,TX,Texas
TX0240000,Brooks County Sheriff's Office,County,BROOKS,West South Central,27.034994,-98.215276,False,,TX0240000,Region III,South,TX,Texas
TX2020000,Sabine County Sheriff's Office,County,SABINE,West South Central,31.3433,-93.851913,False,,TX2020000,Region III,South,TX,Texas
